chr	start	end	name	score	strand	cluster_ID	cluster_ACC
3	1713876	1724629	ENSTNIG00000006257	.	-	C687	PF00122
3	1713876	1724629	ENSTNIG00000006257	.	-	C1109	PF00689
3	1713876	1724629	ENSTNIG00000006257	.	-	C1111	PF00690
3	1713876	1724629	ENSTNIG00000006257	.	-	C1114	PF00702
3	1732100	1741416	ENSTNIG00000008348	.	+	C343	PF00047
3	1732100	1741416	ENSTNIG00000008348	.	+	C1590	PF07679
3	1732100	1741416	ENSTNIG00000008348	.	+	C1651	PF07686
3	1750705	1778840	ENSTNIG00000008346	.	-	C343	PF00047
3	1750705	1778840	ENSTNIG00000008346	.	-	C1590	PF07679
3	1750705	1778840	ENSTNIG00000008346	.	-	C1651	PF07686
3	1815059	1821477	ENSTNIG00000008344	.	+	C545	PF00086
3	1815059	1821477	ENSTNIG00000008344	.	+	C814	PF00219
3	1824270	1827722	ENSTNIG00000008343	.	-	C545	PF00086
3	1824270	1827722	ENSTNIG00000008343	.	-	C814	PF00219
3	1933131	1934746	ENSTNIG00000008339	.	-	C772	PF00170
3	1933131	1934746	ENSTNIG00000008339	.	-	C1346	PF02173
3	1933131	1934746	ENSTNIG00000008339	.	-	C1708	PF07716
3	1955814	1957431	ENSTNIG00000008335	.	-	C772	PF00170
3	1955814	1957431	ENSTNIG00000008335	.	-	C1346	PF02173
3	1955814	1957431	ENSTNIG00000008335	.	-	C1708	PF07716
3	2030078	2031596	ENSTNIG00000008333	.	-	C1708	PF07716
3	2398116	2399094	ENSTNIG00000008320	.	-	C4	PF00001
3	2408231	2409767	ENSTNIG00000008318	.	-	C226	PF00038
3	2410174	2412114	ENSTNIG00000008317	.	+	C226	PF00038
3	2413480	2414464	ENSTNIG00000000457	.	-	C4	PF00001
3	2525794	2528415	ENSTNIG00000001234	.	+	C342	PF00047
3	2530192	2532171	ENSTNIG00000008312	.	+	C342	PF00047
3	2578302	2579289	ENSTNIG00000001235	.	-	C5	PF00001
3	2589688	2590973	ENSTNIG00000001311	.	-	C5	PF00001
3	2893807	2903771	ENSTNIG00000008305	.	-	C869	PF00373
3	2904656	2917085	ENSTNIG00000008304	.	-	C869	PF00373
3	3037434	3038271	ENSTNIG00000013259	.	+	C1150	PF00822
3	3040243	3041070	ENSTNIG00000013260	.	+	C1150	PF00822
3	3444744	3447581	ENSTNIG00000013280	.	+	C415	PF00069
3	3498137	3511354	ENSTNIG00000013283	.	+	C415	PF00069
3	3803852	3811261	ENSTNIG00000010336	.	+	C77	PF00005
3	3803852	3811261	ENSTNIG00000010336	.	+	C1103	PF00664
3	3811307	3822873	ENSTNIG00000010337	.	-	C77	PF00005
3	3811307	3822873	ENSTNIG00000010337	.	-	C1103	PF00664
3	3835211	3837214	ENSTNIG00000010339	.	-	C192	PF00029
3	3840474	3842263	ENSTNIG00000010340	.	-	C192	PF00029
3	4473342	4514716	ENSTNIG00000014405	.	-	C1399	PF02931
3	4473342	4514716	ENSTNIG00000014405	.	-	C1404	PF02932
3	4518849	4532016	ENSTNIG00000014404	.	-	C1399	PF02931
3	4518849	4532016	ENSTNIG00000014404	.	-	C1404	PF02932
3	4534967	4558305	ENSTNIG00000014403	.	+	C1399	PF02931
3	4534967	4558305	ENSTNIG00000014403	.	+	C1404	PF02932
3	5800644	5808255	ENSTNIG00000000999	.	+	C959	PF00515
3	5808741	5822771	ENSTNIG00000014541	.	+	C959	PF00515
3	5980156	5989713	ENSTNIG00000014539	.	+	C571	PF00090
3	5980156	5989713	ENSTNIG00000014539	.	+	C1268	PF01421
3	5980156	5989713	ENSTNIG00000014539	.	+	C1300	PF01562
3	5980156	5989713	ENSTNIG00000014539	.	+	C1495	PF05986
3	5994973	5999018	ENSTNIG00000014538	.	+	C571	PF00090
3	5994973	5999018	ENSTNIG00000014538	.	+	C1268	PF01421
3	5994973	5999018	ENSTNIG00000014538	.	+	C1300	PF01562
3	5994973	5999018	ENSTNIG00000014538	.	+	C1495	PF05986
3	6394857	6403962	ENSTNIG00000014523	.	+	C1078	PF00642
3	6447803	6451273	ENSTNIG00000014519	.	+	C1078	PF00642
3	6821889	6829588	ENSTNIG00000014504	.	-	C728	PF00167
3	6843774	6844621	ENSTNIG00000014503	.	-	C728	PF00167
3	7528199	7530546	ENSTNIG00000014473	.	-	C168	PF00023
3	7562983	7601493	ENSTNIG00000014470	.	+	C168	PF00023
3	7688456	7689356	ENSTNIG00000014466	.	+	C203	PF00030
3	7689367	7690231	ENSTNIG00000014465	.	-	C203	PF00030
3	7691958	7692773	ENSTNIG00000014464	.	-	C203	PF00030
3	7693400	7694275	ENSTNIG00000000847	.	+	C203	PF00030
3	7695085	7696066	ENSTNIG00000000360	.	+	C203	PF00030
3	7697916	7699752	ENSTNIG00000014463	.	+	C203	PF00030
3	8587824	8593041	ENSTNIG00000001090	.	+	C341	PF00047
3	8596945	8597378	ENSTNIG00000004063	.	+	C341	PF00047
3	8975374	8975798	ENSTNIG00000003297	.	-	C1328	PF01916
3	8981658	8984085	ENSTNIG00000003296	.	-	C1328	PF01916
3	9043588	9045176	ENSTNIG00000005276	.	-	C653	PF00100
3	9046071	9048022	ENSTNIG00000005275	.	-	C653	PF00100
3	9048803	9054676	ENSTNIG00000005274	.	+	C1653	PF07686
3	9120938	9122370	ENSTNIG00000011934	.	-	C1653	PF07686
3	9179974	9186412	ENSTNIG00000011943	.	-	C1153	PF00822
3	9190732	9198185	ENSTNIG00000011944	.	-	C1153	PF00822
3	9213498	9214347	ENSTNIG00000011947	.	-	C214	PF00036
3	9218638	9220103	ENSTNIG00000011948	.	-	C214	PF00036
3	9220949	9222420	ENSTNIG00000011949	.	-	C214	PF00036
3	9554653	9556715	ENSTNIG00000017995	.	-	C875	PF00385
3	9561988	9566616	ENSTNIG00000017994	.	-	C875	PF00385
3	9803530	9837185	ENSTNIG00000017983	.	+	C1789	PF08652
3	9838707	9842741	ENSTNIG00000000151	.	+	C1789	PF08652
3	10218881	10222523	ENSTNIG00000009743	.	-	C901	PF00400
3	10263205	10279183	ENSTNIG00000009744	.	-	C901	PF00400
3	10326985	10333733	ENSTNIG00000009749	.	+	C390	PF00067
3	10335512	10338438	ENSTNIG00000009751	.	+	C390	PF00067
3	10340233	10343151	ENSTNIG00000009750	.	+	C390	PF00067
3	10344070	10346302	ENSTNIG00000009752	.	+	C390	PF00067
3	10358849	10367803	ENSTNIG00000009755	.	-	C512	PF00071
3	10358849	10367803	ENSTNIG00000009755	.	-	C1771	PF08477
3	10418850	10419766	ENSTNIG00000009757	.	+	C512	PF00071
3	10418850	10419766	ENSTNIG00000009757	.	+	C1771	PF08477
3	10620860	10623515	ENSTNIG00000009762	.	-	C1222	PF01284
3	10664883	10665786	ENSTNIG00000009766	.	+	C1222	PF01284
3	10881657	10884291	ENSTNIG00000001554	.	+	C1184	PF01007
3	10886479	10887781	ENSTNIG00000009786	.	+	C1184	PF01007
3	10898228	10904626	ENSTNIG00000009787	.	-	C414	PF00069
3	10932967	10945909	ENSTNIG00000009791	.	+	C414	PF00069
3	11174582	11178832	ENSTNIG00000010428	.	-	C946	PF00501
3	11179797	11180671	ENSTNIG00000000585	.	-	C946	PF00501
3	11180851	11181602	ENSTNIG00000001597	.	-	C946	PF00501
3	11231395	11236593	ENSTNIG00000010433	.	-	C1381	PF02809
3	11248602	11250317	ENSTNIG00000010436	.	+	C638	PF00097
3	11248602	11250317	ENSTNIG00000010436	.	+	C1058	PF00622
3	11253610	11259131	ENSTNIG00000010437	.	+	C1381	PF02809
3	11307274	11309119	ENSTNIG00000010440	.	-	C638	PF00097
3	11307274	11309119	ENSTNIG00000010440	.	-	C1058	PF00622
3	11307274	11309119	ENSTNIG00000010440	.	-	C1083	PF00643
3	11352791	11354819	ENSTNIG00000010448	.	+	C638	PF00097
3	11352791	11354819	ENSTNIG00000010448	.	+	C1058	PF00622
3	11352791	11354819	ENSTNIG00000010448	.	+	C1083	PF00643
3	11445264	11445741	ENSTNIG00000000755	.	-	C1360	PF02354
3	11447674	11451979	ENSTNIG00000006192	.	-	C1360	PF02354
3	11598734	11608932	ENSTNIG00000018553	.	+	C257	PF00046
3	11613710	11617079	ENSTNIG00000018554	.	+	C1115	PF00702
3	11617112	11618910	ENSTNIG00000001019	.	+	C1115	PF00702
3	11623833	11640981	ENSTNIG00000018555	.	+	C257	PF00046
3	11960507	11961242	ENSTNIG00000018565	.	+	C6	PF00001
3	11962162	11964537	ENSTNIG00000018566	.	+	C527	PF00076
3	11978494	11979565	ENSTNIG00000000436	.	-	C6	PF00001
3	12037975	12040004	ENSTNIG00000018570	.	+	C527	PF00076
3	12110304	12114608	ENSTNIG00000018572	.	-	C527	PF00076
3	12162064	12163192	ENSTNIG00000018576	.	+	C249	PF00042
3	12165257	12166008	ENSTNIG00000018577	.	+	C249	PF00042
3	12257842	12258820	ENSTNIG00000018589	.	-	C7	PF00001
3	12264032	12265031	ENSTNIG00000018590	.	-	C7	PF00001
3	12320113	12324594	ENSTNIG00000018593	.	-	C1107	PF00685
3	12337998	12366529	ENSTNIG00000018594	.	+	C1107	PF00685
3	12465288	12467337	ENSTNIG00000018604	.	+	C258	PF00046
3	12514791	12529705	ENSTNIG00000018605	.	-	C258	PF00046
3	12915757	12923826	ENSTNIG00000011696	.	+	C882	PF00386
3	12985615	12989134	ENSTNIG00000011699	.	+	C413	PF00069
3	12989130	12990046	ENSTNIG00000011700	.	-	C882	PF00386
3	13004260	13010108	ENSTNIG00000011703	.	+	C413	PF00069
3	13058331	13060691	ENSTNIG00000011706	.	+	C126	PF00017
3	13058331	13060691	ENSTNIG00000011706	.	+	C1383	PF02864
3	13079385	13088544	ENSTNIG00000011707	.	+	C126	PF00017
3	13079385	13088544	ENSTNIG00000011707	.	+	C1383	PF02864
3	13336235	13344894	ENSTNIG00000011717	.	+	C407	PF00069
3	13423417	13429250	ENSTNIG00000011724	.	+	C407	PF00069
3	13560388	13574948	ENSTNIG00000003014	.	+	C143	PF00018
3	13588619	13599312	ENSTNIG00000003017	.	+	C143	PF00018
3	13631567	13638530	ENSTNIG00000005877	.	+	C747	PF00169
3	13649354	13656418	ENSTNIG00000014952	.	+	C747	PF00169
3	13785896	13791745	ENSTNIG00000014944	.	-	C1162	PF00858
3	13802371	13822867	ENSTNIG00000014943	.	-	C1162	PF00858
3	14078287	14082180	ENSTNIG00000014937	.	-	C411	PF00069
3	14103486	14108095	ENSTNIG00000014935	.	+	C411	PF00069
3	14138031	14148550	ENSTNIG00000014930	.	+	C1160	PF00856
3	14207439	14209275	ENSTNIG00000014921	.	-	C739	PF00168
3	14232544	14234391	ENSTNIG00000014916	.	+	C1160	PF00856
3	14295216	14304594	ENSTNIG00000006190	.	+	C739	PF00168
3	14324403	14327970	ENSTNIG00000002646	.	+	C340	PF00047
3	14324403	14327970	ENSTNIG00000002646	.	+	C1583	PF07679
3	14338806	14349546	ENSTNIG00000003219	.	-	C340	PF00047
3	14338806	14349546	ENSTNIG00000003219	.	-	C1583	PF07679
3	14361186	14363768	ENSTNIG00000003221	.	-	C410	PF00069
3	14378598	14384157	ENSTNIG00000004283	.	-	C410	PF00069
3	14403413	14409930	ENSTNIG00000004279	.	+	C559	PF00089
3	14411987	14415719	ENSTNIG00000004278	.	-	C1076	PF00641
3	14462727	14464906	ENSTNIG00000011304	.	-	C559	PF00089
3	14468055	14475246	ENSTNIG00000011303	.	-	C1076	PF00641
3	14490166	14492571	ENSTNIG00000011300	.	+	C506	PF00071
3	14490166	14492571	ENSTNIG00000011300	.	+	C1769	PF08477
3	14528268	14532759	ENSTNIG00000011295	.	-	C506	PF00071
3	14528268	14532759	ENSTNIG00000011295	.	-	C1769	PF08477
3	15010446	15013475	ENSTNIG00000000834	.	-	C1148	PF00822
3	15014444	15023449	ENSTNIG00000011265	.	-	C1148	PF00822
3	15148303	15159172	ENSTNIG00000006161	.	-	C976	PF00536
3	15148303	15159172	ENSTNIG00000006161	.	-	C1537	PF07647
3	15213022	15220309	ENSTNIG00000019521	.	+	C225	PF00038
3	15215074	15216302	ENSTNIG00000019537	.	-	C225	PF00038
3	15228495	15229930	ENSTNIG00000001206	.	+	C225	PF00038
3	15229970	15231376	ENSTNIG00000003147	.	+	C225	PF00038
3	15232465	15234122	ENSTNIG00000003148	.	-	C592	PF00096
3	15244366	15246938	ENSTNIG00000000992	.	-	C976	PF00536
3	15244366	15246938	ENSTNIG00000000992	.	-	C1537	PF07647
3	15255495	15257967	ENSTNIG00000006488	.	-	C902	PF00400
3	15261459	15266193	ENSTNIG00000001159	.	+	C592	PF00096
3	15299900	15303122	ENSTNIG00000000539	.	-	C902	PF00400
3	15354722	15369262	ENSTNIG00000006501	.	+	C142	PF00018
3	15354722	15369262	ENSTNIG00000006501	.	+	C1546	PF07653
3	15419503	15423160	ENSTNIG00000006507	.	+	C142	PF00018
3	15419503	15423160	ENSTNIG00000006507	.	+	C1546	PF07653
4	671804	673141	ENSTNIG00000003465	.	-	C725	PF00157
4	675247	677325	ENSTNIG00000000382	.	-	C1506	PF06809
4	694678	699448	ENSTNIG00000013251	.	+	C900	PF00400
4	699572	702872	ENSTNIG00000013250	.	-	C900	PF00400
4	757772	759669	ENSTNIG00000013239	.	-	C725	PF00157
4	761770	770657	ENSTNIG00000001556	.	-	C1506	PF06809
4	784617	789727	ENSTNIG00000013235	.	+	C366	PF00057
4	791792	792688	ENSTNIG00000013234	.	+	C366	PF00057
4	915155	918535	ENSTNIG00000013223	.	-	C1137	PF00787
4	921058	924325	ENSTNIG00000013221	.	+	C1137	PF00787
4	931118	934131	ENSTNIG00000013219	.	+	C1137	PF00787
4	1139810	1142078	ENSTNIG00000013209	.	+	C377	PF00061
4	1142528	1145864	ENSTNIG00000013208	.	+	C377	PF00061
4	1204894	1208817	ENSTNIG00000013203	.	-	C125	PF00017
4	1282444	1288863	ENSTNIG00000004943	.	+	C125	PF00017
4	1687562	1688633	ENSTNIG00000009105	.	-	C8	PF00001
4	1769458	1770704	ENSTNIG00000009096	.	+	C8	PF00001
4	1870019	1873592	ENSTNIG00000009082	.	+	C1187	PF01019
4	1875952	1879588	ENSTNIG00000009081	.	-	C1187	PF01019
4	1895483	1895678	ENSTNIG00000001314	.	-	C695	PF00125
4	1901950	1902145	ENSTNIG00000001061	.	-	C695	PF00125
4	1908267	1908462	ENSTNIG00000000141	.	-	C695	PF00125
4	1912017	1912212	ENSTNIG00000009079	.	-	C695	PF00125
4	1916716	1917412	ENSTNIG00000001697	.	+	C985	PF00538
4	1918826	1919021	ENSTNIG00000002190	.	-	C695	PF00125
4	1925682	1925877	ENSTNIG00000001530	.	-	C695	PF00125
4	1929824	1931141	ENSTNIG00000004150	.	+	C985	PF00538
4	2003046	2005276	ENSTNIG00000009068	.	-	C213	PF00036
4	2028012	2035261	ENSTNIG00000009067	.	+	C213	PF00036
4	2527979	2539126	ENSTNIG00000009036	.	-	C1171	PF00907
4	2552556	2557938	ENSTNIG00000009035	.	-	C1171	PF00907
4	3275915	3279640	ENSTNIG00000013597	.	+	C409	PF00069
4	3286000	3293364	ENSTNIG00000013595	.	-	C409	PF00069
4	3321847	3325932	ENSTNIG00000013589	.	-	C409	PF00069
4	3449563	3451284	ENSTNIG00000013582	.	-	C204	PF00030
4	3452434	3455046	ENSTNIG00000013581	.	+	C204	PF00030
4	3540204	3542551	ENSTNIG00000013574	.	+	C793	PF00193
4	3540204	3542551	ENSTNIG00000013574	.	+	C1649	PF07686
4	3546071	3559984	ENSTNIG00000013573	.	-	C793	PF00193
4	3546071	3559984	ENSTNIG00000013573	.	-	C1649	PF07686
4	3762139	3763417	ENSTNIG00000013560	.	-	C726	PF00160
4	3778984	3780940	ENSTNIG00000013558	.	-	C726	PF00160
4	3813660	3816593	ENSTNIG00000013556	.	+	C897	PF00400
4	3818977	3821574	ENSTNIG00000013555	.	+	C897	PF00400
4	3836049	3838808	ENSTNIG00000013554	.	-	C1014	PF00571
4	3864336	3866685	ENSTNIG00000013553	.	+	C1128	PF00757
4	3864336	3866685	ENSTNIG00000013553	.	+	C1192	PF01030
4	3867299	3868527	ENSTNIG00000000023	.	-	C1128	PF00757
4	3867299	3868527	ENSTNIG00000000023	.	-	C1192	PF01030
4	3871267	3887377	ENSTNIG00000013551	.	-	C1014	PF00571
4	3874764	3881353	ENSTNIG00000013552	.	+	C1128	PF00757
4	3874764	3881353	ENSTNIG00000013552	.	+	C1192	PF01030
4	3935753	3940115	ENSTNIG00000013541	.	-	C1014	PF00571
4	4002424	4006054	ENSTNIG00000013533	.	-	C1223	PF01284
4	4002424	4006054	ENSTNIG00000013533	.	-	C1511	PF07303
4	4007739	4010455	ENSTNIG00000013532	.	-	C1223	PF01284
4	4007739	4010455	ENSTNIG00000013532	.	-	C1511	PF07303
4	4364553	4377027	ENSTNIG00000013497	.	-	C887	PF00400
4	4430359	4447286	ENSTNIG00000013492	.	-	C727	PF00160
4	4448003	4451097	ENSTNIG00000013491	.	+	C727	PF00160
4	4448003	4451097	ENSTNIG00000013491	.	+	C887	PF00400
4	4564649	4566148	ENSTNIG00000013484	.	-	C9	PF00001
4	4571189	4574682	ENSTNIG00000000913	.	+	C9	PF00001
4	4575807	4577410	ENSTNIG00000013483	.	+	C9	PF00001
4	5008118	5012171	ENSTNIG00000000226	.	-	C972	PF00531
4	5030112	5070767	ENSTNIG00000013458	.	-	C972	PF00531
4	5363660	5407187	ENSTNIG00000013449	.	+	C358	PF00053
4	5407720	5409027	ENSTNIG00000001408	.	+	C358	PF00053
4	6042816	6044223	ENSTNIG00000007487	.	+	C10	PF00001
4	6085159	6086963	ENSTNIG00000007493	.	-	C10	PF00001
4	6446354	6450016	ENSTNIG00000007518	.	+	C593	PF00096
4	6532029	6534984	ENSTNIG00000007524	.	-	C593	PF00096
4	6792810	6794068	ENSTNIG00000000737	.	+	C373	PF00059
4	6796541	6803991	ENSTNIG00000007536	.	+	C373	PF00059
4	6905464	6912345	ENSTNIG00000001578	.	-	C840	PF00271
4	6915518	6922577	ENSTNIG00000007548	.	+	C840	PF00271
4	7129063	7132249	ENSTNIG00000006458	.	+	C87	PF00008
4	7162494	7185745	ENSTNIG00000007203	.	+	C87	PF00008
4	7531778	7533993	ENSTNIG00000019371	.	+	C610	PF00096
4	7546745	7557360	ENSTNIG00000018728	.	-	C610	PF00096
4	9320411	9323258	ENSTNIG00000005631	.	+	C709	PF00135
4	9328476	9331309	ENSTNIG00000003390	.	+	C709	PF00135
4	9408940	9409666	ENSTNIG00000003423	.	+	C1456	PF04145
4	9417417	9418118	ENSTNIG00000004522	.	+	C1456	PF04145
5	1275156	1276670	ENSTNIG00000006607	.	+	C808	PF00209
5	1278058	1278301	ENSTNIG00000019698	.	+	C808	PF00209
5	1529021	1530790	ENSTNIG00000006351	.	-	C1263	PF01408
5	1529021	1530790	ENSTNIG00000006351	.	-	C1386	PF02894
5	1531038	1534091	ENSTNIG00000001960	.	-	C1263	PF01408
5	1531038	1534091	ENSTNIG00000001960	.	-	C1386	PF02894
5	1636291	1640155	ENSTNIG00000011962	.	-	C800	PF00201
5	1643398	1644868	ENSTNIG00000011960	.	-	C800	PF00201
5	1645783	1650665	ENSTNIG00000011961	.	-	C800	PF00201
5	1650757	1652476	ENSTNIG00000000808	.	-	C800	PF00201
5	1655295	1659785	ENSTNIG00000011963	.	+	C1393	PF02931
5	1655295	1659785	ENSTNIG00000011963	.	+	C1400	PF02932
5	1668347	1672690	ENSTNIG00000011964	.	-	C1393	PF02931
5	1668347	1672690	ENSTNIG00000011964	.	-	C1400	PF02932
5	2104076	2112151	ENSTNIG00000017734	.	-	C744	PF00168
5	2140740	2167922	ENSTNIG00000011371	.	-	C744	PF00168
5	3371129	3376962	ENSTNIG00000017707	.	-	C819	PF00225
5	3439433	3448903	ENSTNIG00000017703	.	+	C819	PF00225
5	3514490	3528343	ENSTNIG00000017697	.	+	C212	PF00036
5	3553411	3555310	ENSTNIG00000017693	.	-	C212	PF00036
5	3644113	3645996	ENSTNIG00000017685	.	-	C497	PF00071
5	3644113	3645996	ENSTNIG00000017685	.	-	C1768	PF08477
5	3663452	3664987	ENSTNIG00000017679	.	+	C497	PF00071
5	3663452	3664987	ENSTNIG00000017679	.	+	C1768	PF08477
5	3776533	3785855	ENSTNIG00000013792	.	-	C862	PF00349
5	3776533	3785855	ENSTNIG00000013792	.	-	C1444	PF03727
5	3788947	3794618	ENSTNIG00000013793	.	-	C862	PF00349
5	3788947	3794618	ENSTNIG00000013793	.	-	C1444	PF03727
5	3794936	3799248	ENSTNIG00000013794	.	-	C841	PF00271
5	3819912	3824303	ENSTNIG00000013798	.	+	C841	PF00271
5	5192781	5195665	ENSTNIG00000009301	.	-	C1287	PF01490
5	5227684	5230376	ENSTNIG00000009305	.	-	C1287	PF01490
5	6447316	6464278	ENSTNIG00000009371	.	+	C1339	PF02141
5	6447316	6464278	ENSTNIG00000009371	.	+	C1438	PF03455
5	6447316	6464278	ENSTNIG00000009371	.	+	C1439	PF03456
5	6498047	6517310	ENSTNIG00000009375	.	+	C1339	PF02141
5	6498047	6517310	ENSTNIG00000009375	.	+	C1438	PF03455
5	6498047	6517310	ENSTNIG00000009375	.	+	C1439	PF03456
5	7173787	7177658	ENSTNIG00000009394	.	+	C1038	PF00595
5	7227198	7245045	ENSTNIG00000009396	.	+	C1038	PF00595
5	7303949	7308698	ENSTNIG00000009401	.	-	C339	PF00047
5	7303949	7308698	ENSTNIG00000009401	.	-	C1574	PF07679
5	7303949	7308698	ENSTNIG00000009401	.	-	C1648	PF07686
5	7331477	7362305	ENSTNIG00000009402	.	-	C235	PF00041
5	7331477	7362305	ENSTNIG00000009402	.	-	C339	PF00047
5	7331477	7362305	ENSTNIG00000009402	.	-	C1574	PF07679
5	7331477	7362305	ENSTNIG00000009402	.	-	C1648	PF07686
5	7434635	7448827	ENSTNIG00000009408	.	+	C235	PF00041
5	7434635	7448827	ENSTNIG00000009408	.	+	C339	PF00047
5	7434635	7448827	ENSTNIG00000009408	.	+	C1574	PF07679
5	7434635	7448827	ENSTNIG00000009408	.	+	C1648	PF07686
5	7843537	7846135	ENSTNIG00000009419	.	+	C1224	PF01284
5	7848649	7855885	ENSTNIG00000009420	.	-	C1224	PF01284
5	8051126	8119919	ENSTNIG00000009434	.	+	C1215	PF01153
5	8172482	8187315	ENSTNIG00000009435	.	-	C1215	PF01153
5	8229047	8230193	ENSTNIG00000009444	.	+	C1751	PF08242
5	8230381	8231105	ENSTNIG00000009445	.	+	C1751	PF08242
5	8290772	8295751	ENSTNIG00000009448	.	+	C361	PF00054
5	8290772	8295751	ENSTNIG00000009448	.	+	C1020	PF00594
5	8290772	8295751	ENSTNIG00000009448	.	+	C1353	PF02210
5	8290772	8295751	ENSTNIG00000009448	.	+	C1520	PF07645
5	8297287	8304474	ENSTNIG00000009449	.	+	C361	PF00054
5	8297287	8304474	ENSTNIG00000009449	.	+	C1020	PF00594
5	8297287	8304474	ENSTNIG00000009449	.	+	C1353	PF02210
5	8297287	8304474	ENSTNIG00000009449	.	+	C1520	PF07645
5	9408864	9410355	ENSTNIG00000009474	.	-	C375	PF00059
5	9422254	9431066	ENSTNIG00000009475	.	-	C231	PF00040
5	9422254	9431066	ENSTNIG00000009475	.	-	C375	PF00059
5	9469547	9483739	ENSTNIG00000009479	.	+	C231	PF00040
5	9547992	9549695	ENSTNIG00000009487	.	+	C1359	PF02274
5	9552549	9555156	ENSTNIG00000012575	.	+	C1359	PF02274
5	9631971	9634251	ENSTNIG00000009493	.	-	C1101	PF00651
5	9656246	9658798	ENSTNIG00000009498	.	-	C1101	PF00651
5	9656246	9658798	ENSTNIG00000009498	.	-	C1230	PF01344
5	9656246	9658798	ENSTNIG00000009498	.	-	C1524	PF07646
5	9656246	9658798	ENSTNIG00000009498	.	-	C1679	PF07707
5	9659965	9661609	ENSTNIG00000009499	.	-	C1101	PF00651
5	9659965	9661609	ENSTNIG00000009499	.	-	C1230	PF01344
5	9659965	9661609	ENSTNIG00000009499	.	-	C1524	PF07646
5	9659965	9661609	ENSTNIG00000009499	.	-	C1679	PF07707
5	9796472	9802316	ENSTNIG00000009512	.	+	C930	PF00443
5	9803635	9805146	ENSTNIG00000009513	.	-	C930	PF00443
5	10269100	10281267	ENSTNIG00000009545	.	+	C1424	PF03165
5	10269100	10281267	ENSTNIG00000009545	.	+	C1426	PF03166
5	10290992	10304023	ENSTNIG00000009546	.	+	C1424	PF03165
5	10290992	10304023	ENSTNIG00000009546	.	+	C1426	PF03166
5	11407236	11431260	ENSTNIG00000009595	.	+	C967	PF00520
5	11439737	11450905	ENSTNIG00000009596	.	+	C967	PF00520
5	11802162	11833650	ENSTNIG00000009608	.	+	C86	PF00008
5	11802162	11833650	ENSTNIG00000009608	.	+	C1521	PF07645
5	11853141	11960112	ENSTNIG00000009609	.	-	C86	PF00008
5	11853141	11960112	ENSTNIG00000009609	.	-	C1521	PF07645
5	12360347	12361683	ENSTNIG00000018796	.	+	C1180	PF00992
5	12395743	12404569	ENSTNIG00000018792	.	-	C1180	PF00992
5	12438974	12440252	ENSTNIG00000018787	.	+	C1257	PF01400
5	12450905	12453076	ENSTNIG00000018786	.	-	C1257	PF01400
5	12636082	12639174	ENSTNIG00000001518	.	+	C595	PF00096
5	12677084	12687483	ENSTNIG00000005023	.	+	C595	PF00096
5	12713909	12715783	ENSTNIG00000002961	.	+	C1364	PF02525
5	12717982	12719282	ENSTNIG00000002280	.	+	C1364	PF02525
5	12745311	12745815	ENSTNIG00000000903	.	-	C785	PF00179
5	12758555	12762135	ENSTNIG00000003439	.	+	C855	PF00335
5	12763903	12764329	ENSTNIG00000015331	.	-	C785	PF00179
5	12769196	12772952	ENSTNIG00000003438	.	+	C855	PF00335
5	12776572	12778186	ENSTNIG00000003437	.	+	C855	PF00335
5	12883600	12884903	ENSTNIG00000004756	.	+	C654	PF00100
5	12886210	12887285	ENSTNIG00000004755	.	-	C654	PF00100
5	12893147	12896238	ENSTNIG00000004754	.	+	C654	PF00100
5	12899434	12913645	ENSTNIG00000004753	.	+	C975	PF00536
5	12899434	12913645	ENSTNIG00000004753	.	+	C1538	PF07647
5	12924699	12956745	ENSTNIG00000004751	.	-	C975	PF00536
5	12924699	12956745	ENSTNIG00000004751	.	-	C1538	PF07647
5	12986896	12988484	ENSTNIG00000003300	.	-	C211	PF00036
5	12989774	12991118	ENSTNIG00000003301	.	-	C211	PF00036
5	13010288	13010971	ENSTNIG00000003395	.	-	C408	PF00069
5	13014932	13019258	ENSTNIG00000003396	.	+	C408	PF00069
5	13105751	13109815	ENSTNIG00000002551	.	-	C888	PF00400
5	13116268	13122614	ENSTNIG00000002553	.	+	C888	PF00400
5	13142667	13143546	ENSTNIG00000003102	.	-	C1707	PF07716
5	13145062	13147347	ENSTNIG00000001629	.	+	C1707	PF07716
5	13206076	13215630	ENSTNIG00000010220	.	-	C971	PF00520
5	13216372	13218435	ENSTNIG00000010221	.	-	C11	PF00001
5	13219890	13221462	ENSTNIG00000010222	.	+	C561	PF00089
5	13223186	13224762	ENSTNIG00000010223	.	-	C561	PF00089
5	13225566	13228806	ENSTNIG00000010224	.	+	C561	PF00089
5	13272832	13275095	ENSTNIG00000010228	.	-	C11	PF00001
5	13290497	13307153	ENSTNIG00000010230	.	+	C971	PF00520
6	1325900	1327287	ENSTNIG00000000270	.	-	C1369	PF02709
6	1327876	1329303	ENSTNIG00000000832	.	-	C1369	PF02709
6	1333066	1334865	ENSTNIG00000005740	.	-	C1369	PF02709
6	1335933	1337361	ENSTNIG00000004328	.	-	C1369	PF02709
6	1784945	1787919	ENSTNIG00000008132	.	-	C1459	PF04263
6	1793929	1803921	ENSTNIG00000008133	.	-	C1459	PF04263
6	2027571	2028920	ENSTNIG00000008135	.	-	C378	PF00061
